Locality,type 0f crime,date,time,area of the locality,sloved?,total police officers,
I.P. ESTATE,theft,22/06/13,18:23,9.253420865,1,83,
BURARI,theft,19/07/14,18:49,11.3338763,1,6,
PULPRAHLAD PUR,theft,03/01/13,23:23,3.852127696,0,40,
SONIA VIHAR,theft,04/11/12,15:49,4.453887398,0,7,
SHAKARPUR,theft,13/03/16,1:41,3.019451766,0,96,
SUBZIMANDI,theft,11/02/16,2:55,2.975208719,1,80,
PARSHAD NAGAR,theft,19/08/13,19:53,4.104570166,1,56,
GOVIND PURI,theft,06/02/13,15:36,8.99271206,0,96,
LODHI COLONY,theft,12/07/15,3:05,2.11696063,0,52,
BADAR PUR,robbery,28/09/14,19:32,2.116989697,0,14,
MANDIR MARG,assualt_murders,15/11/12,14:57,9.889059631,1,44,
TIMARPUR,theft,25/08/16,16:10,6.149745104,1,18,
PRASHANT VIHAR,theft,22/09/15,18:04,2.076678927,1,79,
JANAK PURI,theft,25/02/16,15:25,2.051115234,0,2,
BADAR PUR,theft,16/11/14,6:37,2.116989697,1,8,
JAMIA NAGAR,rape,17/09/12,8:29,7.880690981,1,13,
NEW ASHOK NAGAR,theft,29/10/12,23:43,3.300804937,0,24,
KN KATJU MARG,theft,03/09/14,10:17,8.251478933,0,63,
JAFFARPUR KALAN,theft,10/11/13,12:29,70.46948722,0,59,
CHANDNI MAHAL,theft,05/06/14,23:56,5.570696132,1,62,
MANDIR MARG,assualt_murders,29/03/15,21:59,9.889059631,1,1,
PAHARGANJ,theft,10/05/16,20:14,1.728182346,1,99,
TUGLAK ROAD,theft,08/08/15,17:41,6.857849293,0,26,
SHAHDARA,assualt_murders,04/01/14,11:14,2.231365619,1,95,
RAJOURI GARDEN,theft,08/11/15,14:10,1.731624057,1,52,
AMAN VIHAR,theft,08/09/14,23:15,3.296887934,1,82,
MAURICE NAGAR,theft,27/02/13,17:41,6.149745104,0,1,
BEGUM PUR,theft,21/07/14,3:24,35.4901909,0,1,
DWARKA SOUTH,sexual_harassement,02/06/14,14:35,30.06854798,1,89,
GOKULPURI,theft,05/06/16,3:57,1.566343791,1,73,
KAROL BAGH,assualt_murders,28/04/15,3:27,1.643641889,0,68,
JAFFARPUR KALAN,theft,07/02/12,13:24,70.46948722,0,29,
UTTAM NAGAR,theft,24/03/14,12:46,2.747375479,1,75,
BARAKHAMBA ROAD,theft,08/08/16,7:05,3.748441999,0,88,
NARAINA,theft,11/04/13,15:39,14.93729349,1,22,
MAHENDRA PARK,theft,21/10/12,16:16,2.463668046,1,62,
PASCHIM VIHAR,theft,25/06/15,13:21,3.794663797,1,99,
SADAR BAZAR,theft,06/04/12,14:45,2.975208719,0,79,
MANDAWALI,theft,22/09/16,16:24,4.995712622,1,20,
BAWANA,theft,06/10/13,4:24,40.32792292,0,35,
JAFFARPUR KALAN,theft,25/07/16,16:17,70.46948722,0,5,
TILAK NAGAR,theft,14/11/13,5:12,1.622207446,1,84,
BAWANA,theft,18/03/16,12:48,40.32792292,0,40,
SUBZIMANDI,theft,08/04/16,1:17,2.975208719,1,97,
SADAR BAZAR,theft,12/09/15,15:31,2.975208719,1,84,
NANGLOI,theft,14/06/13,22:31,2.253261514,1,47,
KHYALA,theft,01/05/15,9:05,2.093069914,1,52,
VASANT KUNJ SOUTH,theft,27/07/13,7:31,14.1053716,1,62,
KIRTI NAGAR,theft,09/03/13,16:27,1.511976155,0,39,
MAYA PURI,theft,30/10/15,4:51,2.553754816,0,45,
UTTAM NAGAR,theft,16/06/12,5:41,2.747375479,0,3,
MADHUVIHAR,theft,10/06/16,1:06,4.995712622,0,14,
RAJINDER NAGAR,theft,22/04/13,15:57,3.013302528,0,98,
MOTI NAGAR,theft,16/07/13,19:11,3.148605142,1,95,
NARAINA,theft,18/02/13,1:38,14.93729349,0,60,
MAYURVIHAR,theft,03/07/16,23:35,2.111658828,1,50,
D.B.G ROAD,assualt_murders,17/04/14,6:41,1.643641889,0,29,
HAUZQAZI,theft,19/06/14,11:15,3.095888323,1,58,
MAHENDRA PARK,theft,21/06/12,2:11,2.463668046,0,85,
KARAWAL NAGAR,theft,19/08/12,9:41,2.937546578,1,4,
NIHAL VIHAR,theft,09/02/14,3:55,3.660010619,0,75,
RAJOURI GARDEN,theft,12/11/15,4:16,1.731624057,1,39,
PRASHANT VIHAR,theft,02/09/12,0:20,2.076678927,1,32,
NEW ASHOK NAGAR,theft,13/01/12,13:07,3.300804937,1,62,
BINDAPUR,theft,02/07/13,19:14,2.747375479,0,85,
FATEHPUR BERI,rape,07/06/14,9:59,35.89559495,0,26,
MADHUVIHAR,theft,07/03/12,7:16,4.995712622,1,2,
VASANT KUNJ NORTH,theft,12/07/15,9:26,14.1053716,0,89,
NABI KARIM,theft,14/08/16,1:34,1.799866446,1,2,
PRASHANT VIHAR,theft,28/01/13,19:04,6.857849293,0,72,
TIMARPUR,theft,03/06/15,16:19,6.149745104,0,76,
PRASHANT VIHAR,theft,15/10/13,21:19,6.857849293,1,77,
JAFFARPUR KALAN,theft,24/02/14,2:06,70.46948722,0,66,
MODEL TOWN,theft,03/10/16,22:40,2.689157085,0,32,
CHHAWLA,theft,06/06/12,1:15,26.30944559,1,44,
VIJAY VIHAR,theft,13/05/14,6:48,2.649542395,1,12,
PUNJABI BAGH,theft,11/07/14,10:15,2.57731064,0,50,
BARAKHAMBA ROAD,theft,01/11/12,4:47,3.748441999,1,0,
BAWANA,theft,28/06/14,8:51,40.32792292,1,63,
RAJINDER NAGAR,theft,27/04/15,19:24,3.013302528,0,45,
BINDAPUR,theft,24/02/14,3:26,2.5680795,0,47,
D.B.G ROAD,theft,18/10/16,8:49,1.643641889,1,0,
KN KATJU MARG,theft,30/01/15,8:50,8.251478933,1,84,
RANHOLA,theft,25/04/14,21:14,11.28382351,0,19,
DWARKA SOUTH,theft,01/03/15,9:09,30.06854798,1,78,
NIHAL VIHAR,theft,07/05/14,13:49,3.660010619,1,7,
CHHAWLA,theft,28/07/13,17:50,26.30944559,0,36,
OKHLA,theft,22/05/14,23:20,1.71603619,0,24,
SHALIMAR BAGH,theft,12/10/14,17:06,1.28161156,0,95,
DWARKA SEC-23,robbery,23/07/12,19:47,30.06854798,0,99,
TUGLAK ROAD,theft,05/01/13,2:10,6.857849293,0,45,
MADHUVIHAR,murder,25/08/14,10:11,4.995712622,0,73,
PRASHANT VIHAR,assualt_murders,07/08/16,4:06,6.857849293,1,1,
LAJPAT NAGAR,robbery,08/06/13,14:09,1.505936692,1,87,
SUNLIGHT COLONY,theft,15/02/14,3:30,2.112193774,0,40,
RAJINDER NAGAR,theft,14/07/12,23:35,3.013302528,1,26,
ANAND PARBAT,rape,12/02/15,17:29,1.948430286,0,65,
H. N. DIN,theft,03/11/16,3:44,10.31630404,0,96,
JANAK PURI,theft,18/07/14,6:17,2.051115234,0,5,
MAHENDRA PARK,theft,25/01/15,18:29,2.463668046,1,61,
PUNJABI BAGH,theft,30/10/12,15:38,2.57731064,1,79,
MAURICE NAGAR,theft,14/05/15,19:38,6.149745104,1,47,
GEETA COLONY,theft,25/05/16,14:48,1.021961219,0,63,
PUNJABI BAGH,theft,19/08/16,23:57,2.57731064,1,18,
PATEL NAGAR,theft,23/06/14,18:02,4.104570166,1,63,
KALKAJI,theft,24/01/14,11:36,2.659329537,1,57,
RAJOURI GARDEN,theft,12/07/15,1:56,1.731624057,1,37,
SOUTH CAMPUS,theft,20/08/13,3:24,4.518856098,0,77,
ROHINI SOUTH,robbery,29/05/15,11:58,2.649542395,0,77,
MANDAWALI,theft,12/05/15,14:19,4.995712622,1,73,
KANJHAWALA,theft,12/10/16,7:34,35.4901909,0,3,
KN KATJU MARG,theft,26/01/12,10:09,8.251478933,0,56,
ROHINI NORTH,theft,11/02/15,10:42,2.076678927,1,17,
ANANDVIHAR,theft,16/09/13,5:48,4.558969692,0,9,
MALVIYA NAGAR,theft,04/06/14,23:40,1.379853572,1,51,
MALVIYA NAGAR,theft,20/06/14,10:13,1.379853572,0,84,
MAURICE NAGAR,theft,30/05/16,8:41,6.149745104,0,43,
JANAK PURI,theft,24/05/13,12:34,2.051115234,0,74,
HARI NAGAR,theft,14/08/16,22:54,2.386161479,1,45,
PULPRAHLAD PUR,theft,24/02/15,10:40,3.852127696,0,96,
ANANDVIHAR,theft,28/11/14,20:39,4.558969692,0,18,
AMAN VIHAR,sexual_harassement,15/07/15,16:05,3.296887934,1,3,
TUGLAK ROAD,theft,06/04/12,12:31,6.857849293,1,11,
WELCOME,theft,20/02/12,5:02,1.805524407,0,90,
ANANDVIHAR,theft,21/05/14,20:54,4.558969692,1,68,
MANDAWALI,theft,02/11/15,7:30,4.995712622,1,18,
AMAR COLONY,theft,13/11/16,12:33,1.505936692,0,42,
CIVIL LINES,theft,17/06/15,19:57,4.21554288,1,61,
AMAR COLONY,theft,21/07/14,4:43,1.505936692,0,38,
CHHAWLA,theft,19/03/12,8:26,26.30944559,0,24,
KOTALA MUBARAK PUR,sexual_harassement,30/11/16,17:11,1.628367164,1,56,
MANDIR MARG,assualt_murders,28/03/14,6:43,9.889059631,0,2,
NEW FRIENDS COLONY,theft,17/10/12,9:04,4.04538671,0,94,
CHHAWLA,theft,03/03/13,11:07,26.30944559,1,38,
ROOP NAGAR,theft,03/05/12,8:55,1.076492634,0,16,
MANSAROVAR PARK,theft,04/11/12,12:34,2.231365619,0,85,
MAHENDRA PARK,theft,17/04/13,7:07,2.463668046,1,59,
NANDNAGARI,theft,24/05/13,4:05,2.02815697,1,68,
MAURYA ENCLAVE,theft,02/02/16,5:05,5.879256003,1,37,
UTTAM NAGAR,theft,26/03/15,17:12,2.747375479,0,31,
ALIPUR,theft,22/08/13,16:36,51.54547492,1,38,
SARITA VIHAR,theft,20/11/12,23:06,6.171102991,1,82,
MALVIYA NAGAR,theft,16/11/16,22:15,1.379853572,1,15,
PANDAV NAGAR,murder,11/07/16,8:42,1.470612978,0,79,
RANI BAGH,theft,07/09/15,15:35,2.974723888,0,2,
JAGATPURI,theft,15/06/13,18:36,1.021961219,0,65,
TUGLAK ROAD,robbery,16/07/15,7:02,6.857849293,0,47,
ANANDVIHAR,assualt_murders,21/02/16,10:10,4.558969692,0,84,
NABI KARIM,theft,28/03/12,11:20,1.799866446,1,46,
AMAR COLONY,robbery,14/09/15,16:39,1.505936692,0,83,
SHAHBAD DAIRY,theft,16/11/15,3:21,49.82264953,1,43,
BADAR PUR,theft,09/04/16,13:57,2.116989697,1,49,
BARAKHAMBA ROAD,robbery,07/11/16,7:03,3.748441999,1,3,
KHYALA,theft,23/09/15,19:05,2.093069914,1,32,
MAYA PURI,theft,23/01/13,2:35,2.553754816,0,72,
HARI NAGAR,theft,19/03/15,8:10,2.386161479,1,30,
KALKAJI,theft,04/05/14,6:30,2.659329537,1,12,
UTTAM NAGAR,theft,18/09/14,0:52,2.747375479,1,84,
PARSHAD NAGAR,robbery,07/02/14,16:59,4.104570166,1,36,
MANGOLPURI,rape,17/11/14,0:45,2.980192322,1,85,
MUKHERJI NAGAR,theft,08/03/15,3:31,6.149745104,0,82,
MAURICE NAGAR,theft,23/08/16,5:51,6.149745104,0,26,
BABA HARI DAS NAGAR,theft,30/06/12,23:03,28.98213358,0,25,
NANGLOI,theft,29/06/14,0:27,2.253261514,1,3,
SULTAN PURI,theft,04/10/12,1:28,1.975070373,1,16,
NANGLOI,theft,25/09/16,15:03,2.253261514,0,73,
SUNLIGHT COLONY,theft,13/08/12,12:41,2.112193774,1,63,
MADHUVIHAR,theft,13/04/13,8:10,4.995712622,0,37,
PASCHIM VIHAR,theft,11/02/13,15:01,3.794663797,0,47,
KOTALA MUBARAK PUR,theft,20/08/15,10:59,1.628367164,1,63,
PUNJABI BAGH,theft,09/06/13,20:46,2.57731064,0,37,
HAUZQAZI,theft,06/09/13,15:45,3.095888323,1,23,
VASANT KUNJ NORTH,theft,07/04/16,15:46,14.1053716,1,81,
GOVIND PURI,theft,04/01/12,10:13,8.99271206,1,41,
BINDAPUR,theft,22/01/12,18:06,2.5680795,1,5,
KARAWAL NAGAR,theft,15/03/13,9:34,2.937546578,0,17,
ADRASH NAGAR,theft,14/01/14,17:05,1.646190527,0,47,
BINDAPUR,theft,22/09/13,21:26,2.5680795,1,59,
VIVEKVIHAR,theft,22/05/13,12:44,4.731868997,1,86,
MUKHERJI NAGAR,theft,10/08/14,8:46,6.149745104,1,19,
BINDAPUR,theft,05/02/15,12:31,2.747375479,0,48,
CHANAKYAPURI,theft,06/05/13,11:09,10.99345252,1,15,
VIJAY VIHAR,theft,15/01/15,20:54,2.649542395,1,91,
SAFDARJUNG ENCLAVE,assualt_murders,27/04/12,21:38,2.366255942,0,13,
SEEMAPURI,theft,10/11/13,7:01,4.731868997,0,36,
CONNAUGHT PLACE,theft,25/01/15,21:58,5.266891996,0,46,
PAHARGANJ,theft,04/10/16,15:41,1.728182346,1,12,
SULTAN PURI,theft,28/03/14,2:05,1.975070373,1,73,
GANDHI NAGAR,theft,10/10/16,10:19,1.205110776,1,71,
BADAR PUR,theft,14/04/13,14:41,2.116989697,1,43,
UTTAM NAGAR,theft,15/11/13,8:45,2.747375479,0,15,
NAJAFGARH,theft,20/05/14,0:00,8.461597124,0,30,
UTTAM NAGAR,theft,27/05/13,9:45,2.747375479,0,22,
TIMARPUR,theft,19/11/15,2:50,6.149745104,0,76,
NAJAFGARH,theft,10/10/12,22:21,8.461597124,1,89,
NABI KARIM,theft,21/05/15,8:13,1.799866446,0,70,
JAGATPURI,theft,03/09/13,20:11,1.021961219,1,97,
TILAK NAGAR,assualt_murders,25/07/15,11:13,1.622207446,0,43,
MANDAWALI,theft,04/10/16,21:54,4.995712622,1,99,
SHALIMAR BAGH,theft,04/03/15,5:02,1.28161156,1,50,
MANDAWALI,theft,08/01/13,22:38,4.995712622,0,33,
SEELAMPUR,rape,04/07/16,11:08,1.57623738,0,1,
MUKHERJI NAGAR,theft,18/04/13,8:24,6.149745104,1,95,
CIVIL LINES,rape,14/03/14,21:32,4.21554288,1,41,
NEW ASHOK NAGAR,theft,13/02/12,2:35,3.300804937,0,97,
TUGLAK ROAD,theft,19/06/13,0:07,6.857849293,0,24,
DABRI,theft,01/10/15,8:07,3.401013428,1,21,
PRASHANT VIHAR,theft,02/06/12,7:32,2.076678927,0,33,
FATEHPUR BERI,theft,25/08/15,2:28,35.89559495,1,21,
SULTAN PURI,theft,24/10/15,16:49,1.975070373,0,56,
BEGUM PUR,theft,25/05/14,18:55,35.4901909,1,25,
MAHENDRA PARK,theft,03/09/16,13:59,2.463668046,0,27,
NAJAFGARH,theft,01/11/12,12:52,8.461597124,0,0,
SUBHASH PLACE,theft,19/11/14,10:43,0.885072498,0,57,
PUNJABI BAGH,murder,27/04/13,1:22,2.57731064,1,67,
MOTI NAGAR,theft,24/03/16,2:25,3.148605142,1,72,
NEW ASHOK NAGAR,theft,26/07/16,11:24,3.300804937,1,89,
SUNLIGHT COLONY,theft,19/06/13,11:04,2.112193774,0,15,
JANAK PURI,theft,17/02/15,17:14,2.051115234,1,84,
NEW USMANPUR,theft,01/09/16,10:33,3.093393387,1,25,
PREETVIHAR,theft,20/07/13,17:31,2.272578698,1,98,
MUNDKA,robbery,28/03/12,17:52,48.58235864,1,55,
DABRI,theft,17/07/15,11:57,3.401013428,1,8,
BHALSWA DAIRY,theft,15/06/16,7:47,4.49852205,1,81,
BHARAT NAGAR,robbery,21/07/16,2:16,1.939521818,1,64,
ROHINI SOUTH,theft,06/02/13,12:32,2.649542395,0,93,
BHALSWA DAIRY,theft,03/08/16,9:15,4.49852205,0,88,
NEB SARAI,theft,19/02/16,18:45,8.344724019,1,67,
ADRASH NAGAR,murder,06/02/12,12:46,1.646190527,1,77,
HARI NAGAR,theft,10/05/12,9:49,2.386161479,1,95,
OKHLA,theft,14/08/14,16:07,1.71603619,0,57,
MAHENDRA PARK,theft,24/06/14,21:40,2.463668046,1,98,
MALVIYA NAGAR,theft,30/01/13,11:09,1.379853572,0,47,
OKHLA,theft,21/01/13,13:46,1.71603619,1,31,
KESHAV PURAM,theft,10/11/16,21:04,1.352844685,0,24,
RANHOLA,theft,16/09/15,1:37,11.28382351,0,16,
VIJAY VIHAR,theft,22/10/13,22:42,2.649542395,0,15,
RANI BAGH,robbery,13/06/16,13:12,2.974723888,0,65,
BABA HARI DAS NAGAR,robbery,26/11/14,21:37,28.98213358,1,75,
KHYALA,theft,30/07/16,4:46,2.093069914,1,1,
CHANAKYAPURI,theft,05/06/12,17:49,10.99345252,1,92,
BINDAPUR,theft,20/06/13,1:44,2.5680795,0,8,
INDERPURI,rape,06/09/16,15:37,1.255396299,1,14,
BHAJANPURI,theft,04/10/15,11:41,10.15799164,0,40,
NAJAFGARH,theft,16/11/16,7:46,8.461597124,0,42,
CHANAKYAPURI,assualt_murders,23/06/12,22:42,10.99345252,1,10,
HAUZ KHAS,theft,05/10/13,16:57,2.436526458,0,12,
JAMA MASJID,theft,04/08/15,18:29,3.817050224,0,62,
ANANDVIHAR,robbery,30/08/16,1:12,4.558969692,0,10,
MUKHERJI NAGAR,theft,11/06/15,11:07,6.149745104,1,13,
SWARUP NAGAR,theft,11/10/13,23:04,12.08811457,0,54,
SEEMAPURI,theft,19/05/14,11:27,4.731868997,0,97,
BADAR PUR,robbery,22/04/13,7:55,2.116989697,1,40,
KRISHNA NAGAR,theft,21/10/12,6:15,1.904048824,0,89,
CIVIL LINES,rape,04/03/15,6:35,4.21554288,1,54,
SUNLIGHT COLONY,theft,21/11/14,11:57,2.112193774,1,42,
MALVIYA NAGAR,theft,10/06/12,10:53,1.379853572,1,80,
NIHAL VIHAR,theft,15/06/14,20:08,3.660010619,0,95,
NAJAFGARH,theft,08/08/13,3:06,8.461597124,0,76,
INDERPURI,theft,17/05/15,11:03,1.255396299,0,23,
CHHAWLA,rape,04/09/14,17:16,26.30944559,1,14,
PANDAV NAGAR,theft,02/09/13,1:51,1.470612978,1,97,
SAFDARJUNG ENCLAVE,theft,11/03/14,12:07,3.486811523,1,4,
MADHUVIHAR,sexual_harassement,05/02/15,0:36,4.995712622,1,24,
SUBZIMANDI,assualt_murders,16/06/16,9:19,2.975208719,0,1,
HARSH VIHAR,theft,17/07/15,10:33,2.572204895,0,70,
FATEHPUR BERI,theft,02/08/12,6:58,35.89559495,0,94,
PAHARGANJ,theft,06/09/15,10:11,1.728182346,1,8,
NIHAL VIHAR,theft,21/10/14,6:17,3.660010619,1,49,
LAHORI GATE,theft,02/08/13,1:10,2.975208719,0,94,
PASCHIM VIHAR,theft,05/01/14,2:34,3.794663797,0,52,
SUBZIMANDI,theft,05/09/14,7:26,2.975208719,1,57,
BAWANA,theft,19/09/15,3:47,40.32792292,0,45,
ANANDVIHAR,theft,27/11/14,12:54,4.558969692,0,33,
MANSAROVAR PARK,theft,22/02/13,11:48,2.231365619,1,85,
PULPRAHLAD PUR,theft,18/09/13,10:47,3.852127696,0,54,
MADHUVIHAR,theft,15/05/15,6:10,4.995712622,0,95,
MAHENDRA PARK,assualt_murders,04/09/14,7:14,2.463668046,0,47,
NIHAL VIHAR,theft,03/09/13,13:52,3.660010619,1,90,
NAJAFGARH,theft,23/09/14,6:09,8.461597124,0,52,
SHALIMAR BAGH,theft,10/04/12,21:02,1.28161156,0,95,
MUKHERJI NAGAR,theft,15/09/12,9:02,6.149745104,1,85,
MANDIR MARG,theft,06/10/16,15:35,9.889059631,0,6,
JAFFARPUR KALAN,theft,25/07/14,10:58,70.46948722,0,6,
VASANT KUNJ NORTH,rape,08/01/13,3:00,14.1053716,0,71,
PUNJABI BAGH,theft,06/11/16,22:07,2.57731064,0,98,
PUNJABI BAGH,theft,05/10/12,0:35,2.57731064,1,15,
TIMARPUR,theft,11/10/14,0:47,6.149745104,1,57,
PUNJABI BAGH,theft,16/01/12,12:18,2.57731064,0,18,
NEW FRIENDS COLONY,robbery,17/04/15,17:20,4.04538671,1,40,
ANANDVIHAR,assualt_murders,25/08/16,6:52,4.558969692,1,13,
TILAK NAGAR,theft,25/11/16,8:29,1.622207446,0,66,
I.P. ESTATE,theft,19/02/16,22:23,9.253420865,1,20,
MALVIYA NAGAR,theft,12/10/16,9:40,1.379853572,0,28,
MEHRAULI,theft,25/01/12,13:40,38.91186678,1,20,
SUBHASH PLACE,theft,21/05/12,0:45,0.885072498,1,54,
MANGOLPURI,theft,08/06/13,14:39,2.980192322,0,6,
SUBHASH PLACE,theft,29/01/12,7:22,0.885072498,0,49,
TIMARPUR,theft,04/08/15,19:55,6.149745104,0,98,
BAWANA,robbery,16/06/15,5:19,40.32792292,0,85,
HARSH VIHAR,theft,21/02/15,19:36,2.572204895,0,15,
PULPRAHLAD PUR,theft,30/11/13,1:19,3.852127696,0,45,
KHAJURIKHAS,theft,21/10/12,19:24,4.453887398,1,47,
D.B.G ROAD,theft,06/09/14,8:17,1.643641889,0,99,
RAJOURI GARDEN,robbery,07/08/15,19:57,1.731624057,1,57,
BINDAPUR,theft,21/03/12,2:41,2.5680795,1,63,
BARA HINDU RAO,theft,05/01/14,0:12,1.749323881,1,58,
VASANT KUNJ NORTH,theft,09/07/16,13:42,14.1053716,0,2,
SAMAYPURBADLI,theft,07/11/12,13:43,3.249865013,1,84,
TIMARPUR,theft,13/04/12,7:42,6.149745104,0,37,
PAHARGANJ,robbery,28/03/15,1:08,1.728182346,1,62,
SWARUP NAGAR,rape,14/03/14,6:41,12.08811457,0,0,
RAJOURI GARDEN,assualt_murders,16/11/16,15:35,1.731624057,1,76,
PUNJABI BAGH,assualt_murders,13/03/14,23:44,2.57731064,0,14,
NARAINA,theft,23/02/16,10:16,14.93729349,1,94,
NAJAFGARH,theft,20/05/13,8:06,8.461597124,1,54,
CHHAWLA,robbery,17/06/13,4:58,26.30944559,1,69,
NANDNAGARI,theft,22/08/13,5:07,2.02815697,1,10,
DABRI,rape,28/11/13,23:48,3.401013428,1,11,
MAURYA ENCLAVE,theft,30/06/16,20:35,5.879256003,1,41,
SAKET,theft,26/09/13,5:10,2.732945718,0,55,
INDERPURI,theft,26/03/16,13:00,1.255396299,1,33,
SUBHASH PLACE,robbery,02/07/12,19:32,0.885072498,1,82,
FARASH BAZAR,theft,20/09/14,0:37,1.721757744,0,99,
MAHENDRA PARK,assualt_murders,22/09/14,13:29,2.463668046,1,95,
BARA HINDU RAO,theft,22/03/12,22:14,1.749323881,0,48,
LODHI COLONY,theft,24/10/14,0:55,2.11696063,1,1,
SUBZIMANDI,theft,13/07/12,3:00,2.975208719,0,0,
MANDIR MARG,theft,05/11/13,2:44,9.889059631,1,71,
MANDAWALI,theft,09/08/12,10:07,4.995712622,1,25,
LAJPAT NAGAR,theft,05/07/12,11:57,1.505936692,1,25,
SHAKARPUR,theft,16/04/13,1:44,3.019451766,1,3,
CHANAKYAPURI,robbery,11/02/14,7:35,10.99345252,0,73,
MOTI NAGAR,theft,17/03/15,8:38,3.148605142,1,50,
BABA HARI DAS NAGAR,theft,10/11/12,6:38,28.98213358,0,67,
JAMIA NAGAR,theft,03/08/13,9:28,7.880690981,1,74,
SHALIMAR BAGH,theft,25/01/14,19:39,1.28161156,0,29,
CHANAKYAPURI,theft,08/09/13,5:31,10.99345252,0,31,
JAGATPURI,theft,28/05/13,14:25,1.021961219,0,66,
CHANAKYAPURI,theft,25/09/16,13:52,10.99345252,0,36,
BARAKHAMBA ROAD,theft,05/07/13,11:18,3.748441999,0,10,
MOTI NAGAR,theft,21/05/15,22:47,3.148605142,1,1,
BHARAT NAGAR,theft,23/07/15,15:38,1.939521818,0,6,
SAGARPUR,theft,08/08/16,11:06,1.283551172,1,68,
BURARI,theft,29/10/15,7:55,11.3338763,0,32,
ADRASH NAGAR,theft,13/10/16,4:20,1.646190527,0,32,
PUNJABI BAGH,theft,02/09/13,18:29,2.57731064,1,82,
ROHINI SOUTH,theft,02/11/15,6:33,2.649542395,1,54,
PATEL NAGAR,robbery,03/11/12,2:04,4.104570166,0,15,
NANGLOI,theft,16/03/13,4:13,2.253261514,0,30,
KHYALA,theft,22/05/14,4:11,2.093069914,0,85,
BARAKHAMBA ROAD,theft,17/02/13,2:37,3.748441999,1,93,
SHAHBAD DAIRY,theft,23/08/15,11:14,49.82264953,0,76,
VIKAS PURI,theft,11/06/14,16:06,1.247661874,1,95,
SUNLIGHT COLONY,theft,15/09/16,4:37,2.112193774,0,38,
KRISHNA NAGAR,theft,12/11/12,23:28,1.904048824,0,71,
NANGLOI,theft,25/08/15,11:39,2.253261514,1,37,
NEW USMANPUR,theft,07/08/14,20:11,3.093393387,1,44,
VIJAY VIHAR,theft,18/01/16,7:30,2.649542395,0,24,
MANDAWALI,theft,29/09/12,16:22,4.995712622,1,13,
NEW ASHOK NAGAR,robbery,01/11/12,12:50,3.300804937,1,59,
JAFFARPUR KALAN,theft,10/08/15,18:57,70.46948722,1,16,
MOTI NAGAR,theft,12/01/16,21:53,3.148605142,1,28,
SUBZIMANDI,theft,28/02/13,5:14,2.975208719,0,74,
SADAR BAZAR,theft,10/09/14,6:16,2.975208719,1,48,
MUKHERJI NAGAR,theft,09/05/16,21:10,6.149745104,1,70,
PRASHANT VIHAR,theft,02/10/12,14:55,2.076678927,1,97,
MOTI NAGAR,theft,13/02/12,12:00,3.148605142,1,97,
FATEHPUR BERI,theft,12/05/15,19:56,35.89559495,0,51,
BHARAT NAGAR,theft,23/05/13,7:20,1.939521818,0,24,
HARI NAGAR,theft,23/04/12,8:52,2.386161479,0,70,
MODEL TOWN,theft,18/04/15,8:36,2.689157085,1,49,
MODEL TOWN,theft,24/09/12,17:18,2.689157085,0,55,
PUNJABI BAGH,theft,22/04/16,16:57,2.57731064,1,65,
GULABIBAGH,theft,11/01/15,15:16,2.218660178,1,74,
HARI NAGAR,theft,13/01/14,21:10,2.386161479,1,36,
KALKAJI,assualt_murders,05/06/15,5:34,2.745338744,1,47,
PALAM VILLAGE,theft,13/01/16,2:33,1.326803624,0,2,
SUNLIGHT COLONY,theft,16/11/15,4:31,2.112193774,1,90,
RANI BAGH,robbery,12/10/13,18:29,2.974723888,0,28,
HAUZQAZI,theft,22/06/14,1:46,3.095888323,1,23,
PRASHANT VIHAR,theft,07/06/13,23:52,6.857849293,0,34,
DWARKA SEC-23,theft,05/11/12,5:23,30.06854798,1,81,
MEHRAULI,theft,15/08/15,12:33,38.91186678,0,94,
FATEHPUR BERI,theft,19/03/16,20:55,35.89559495,1,79,
NAJAFGARH,theft,02/04/14,6:15,8.461597124,1,73,
FATEHPUR BERI,theft,02/02/14,3:51,35.89559495,1,32,
SHAHBAD DAIRY,theft,21/04/13,6:02,49.82264953,0,75,
ANANDVIHAR,theft,27/09/14,16:36,4.558969692,0,30,
DABRI,assualt_murders,11/01/14,22:11,3.401013428,0,21,
NEB SARAI,theft,15/08/14,23:26,8.344724019,1,69,
RAJOURI GARDEN,theft,26/04/12,10:11,1.731624057,1,8,
SUBHASH PLACE,theft,20/01/14,4:36,0.885072498,1,11,
MEHRAULI,theft,28/02/16,7:10,38.91186678,1,81,
CONNAUGHT PLACE,theft,23/06/12,19:52,5.266891996,1,78,
JAMA MASJID,theft,22/11/12,20:55,3.817050224,0,86,
KN KATJU MARG,theft,26/03/16,23:12,8.251478933,0,85,
SANGAM VIHAR,theft,11/11/13,14:04,3.10572333,1,65,
CIVIL LINES,theft,07/03/12,17:46,4.21554288,1,82,
MODEL TOWN,theft,10/10/13,9:12,2.689157085,0,92,
PARSHAD NAGAR,theft,26/08/12,18:28,4.104570166,0,88,
ANANDVIHAR,theft,05/03/16,5:20,4.558969692,1,55,
NIHAL VIHAR,theft,07/03/15,14:05,3.660010619,0,64,
CHANDNI MAHAL,theft,15/01/13,21:00,5.570696132,0,60,
SUBZIMANDI,theft,23/06/13,3:45,2.975208719,1,89,
